,entailScore,sentence1,sentence2
1898,0.0657,flowers, increase the amount of natural food -lrb- phytoplankton and zooplankton -rrb- in the pond through the supply of nutrients which are either 
1899,0.0657,flowers, assure an optimum mobile concentration through adjustment of the mobilizable concentration 
1900,0.0657,flowers, stimulate a plankton bloom 
1901,0.0657,flowers, epigenetic modifications to the onset of gene expression from the zygotic genome in mice . 
1902,0.0657,flowers, suppress many soil 
1903,0.0657,flowers, promote healthy top growth to make your lawn look attractive and also develop the deep root system that is the foundation of any 
1904,0.0657,flowers, add the necessary nutrients in the required amounts and at the proper time to achieve desirable lawn qualities and healthy 
1905,0.0657,flowers, feed soil microorganisms 
1906,0.0657,flowers, stimulate 
1907,0.0657,flowers, initiate biological reproduction 
1908,0.0657,flowers, helps to green your turf as quickly as possible in the spring .
1909,0.0018,movements,bsod 0x9f and verifier.exe causes bsod 0xc4 
1910,0.0018,movements, conserve energy during winter 
1911,0.0018,movements, lower metabolism 
1912,0.0018,movements, problems with windows and esxi by valarking ... 
1913,0.0018,movements, determine suitable candidates for surgery that can provide improved ejection fraction and other measures of left ventricular 
1914,0.0018,movements, slow down all of the body 's functions in order to 
1915,0.0018,movements, no lasting brain injury and hibernating animals show relatively ... 
1916,0.0018,movements, the animals body temperature and metabolism to slow down and adjust to its surroundings while winter sleepers 
1917,0.0018,movements, avoid the need to completely reboot the windows operating system and to reduce power consumption while 
1918,0.0018,movements, save battery life 
1919,0.0018,movements, maintain the immune system
1920,0.0018,one,bsod 0x9f and verifier.exe causes bsod 0xc4 
1921,0.0018,one, conserve energy during winter 
1922,0.0018,one, lower metabolism 
1923,0.0018,one, problems with windows and esxi by valarking ... 
1924,0.0018,one, determine suitable candidates for surgery that can provide improved ejection fraction and other measures of left ventricular 
1925,0.0018,one, slow down all of the body 's functions in order to 
1926,0.0018,one, no lasting brain injury and hibernating animals show relatively ... 
1927,0.0018,one, the animals body temperature and metabolism to slow down and adjust to its surroundings while winter sleepers 
1928,0.0018,one, avoid the need to completely reboot the windows operating system and to reduce power consumption while 
1929,0.0018,one, save battery life 
1930,0.0018,one, maintain the immune system
1931,0.3239,movements,no lateral redistribution of energy in a region of near-zero velocity 
1932,0.3239,movements, make it possible for states 
1933,0.3239,movements, transfer income from those that immigration helps to those that it hurts 
1934,0.3239,movements, in this area of guatemala 
1935,0.3239,movements, dissipate local shocks 
1936,0.3239,movements, provide better assistance to those in need 
1937,0.3239,movements, showed that scarcity of fertile land in the upper west region and the availability of fertile land in the brong . 
1938,0.3239,movements," transfer income from those that immigration helps to those that it hurts -lrb- hanson , 2010 -rrb- "
1939,0.3239,movements, secure your past ttcn-2 investments 
1940,0.3239,movements, a loss of motile cilia in talpid -lrb- 3 -rrb- ... 
1941,0.3239,movements," average wage decline of $ 1,700 . "
1942,0.3239,movements," distill the things that are truly worth the effort , to become aware of our own patterns and habits , and to separate the signal from the "
1943,0.3239,movements, avoid starvation 
1944,0.3239,movements, understand in and out flow of migration in a state 
1945,0.3239,movements, remove artifacts in cigs 
1946,0.3239,movements, a number of problems for the 
1947,0.3239,movements, shed light on tajik labor migrants from an anthropological perspective 
1948,0.3239,movements, exposure of the pipeline in the dashed areas . 
1949,0.3239,movements, streamline and centralise your collection 
1950,0.3239,movements, reconstruct the reflectivity map of the earth from the seismic data recorded at the surface 
1951,0.3239,movements, a loss of motile cilia in talpid . 
1952,0.3239,movements, correct this incongruity between rights and protections 
1953,0.3239,movements," is to ready the checkpoint area for the next checkpoint , while losing neither the current version nor the checkpoint version of any page ... "
1954,0.3239,movements," , especially of the labour are multiple and extremely diversified , and the inventory and especially the analysis of this phenomenon ... "
1955,0.3239,movements, erode traditional boundaries between languages 
1956,0.3239,movements, problems for society
1957,0.3239,one,no lateral redistribution of energy in a region of near-zero velocity 
1958,0.3239,one, make it possible for states 
1959,0.3239,one, transfer income from those that immigration helps to those that it hurts 
1960,0.3239,one, in this area of guatemala 
1961,0.3239,one, dissipate local shocks 
1962,0.3239,one, provide better assistance to those in need 
1963,0.3239,one, showed that scarcity of fertile land in the upper west region and the availability of fertile land in the brong . 
1964,0.3239,one," transfer income from those that immigration helps to those that it hurts -lrb- hanson , 2010 -rrb- "
1965,0.3239,one, secure your past ttcn-2 investments 
1966,0.3239,one, a loss of motile cilia in talpid -lrb- 3 -rrb- ... 
1967,0.3239,one," average wage decline of $ 1,700 . "
1968,0.3239,one," distill the things that are truly worth the effort , to become aware of our own patterns and habits , and to separate the signal from the "
1969,0.3239,one, avoid starvation 
1970,0.3239,one, understand in and out flow of migration in a state 
1971,0.3239,one, remove artifacts in cigs 
1972,0.3239,one, a number of problems for the 
1973,0.3239,one, shed light on tajik labor migrants from an anthropological perspective 
1974,0.3239,one, exposure of the pipeline in the dashed areas . 
1975,0.3239,one, streamline and centralise your collection 
1976,0.3239,one, reconstruct the reflectivity map of the earth from the seismic data recorded at the surface 
1977,0.3239,one, a loss of motile cilia in talpid . 
1978,0.3239,one, correct this incongruity between rights and protections 
1979,0.3239,one," is to ready the checkpoint area for the next checkpoint , while losing neither the current version nor the checkpoint version of any page ... "
1980,0.3239,one," , especially of the labour are multiple and extremely diversified , and the inventory and especially the analysis of this phenomenon ... "
1981,0.3239,one, erode traditional boundaries between languages 
1982,0.3239,one, problems for society
1983,0.0,another,ferentiate the colonizer-colonized relationship from that of adults and children 
1984,0.0,another, make the interaction an easier and more pleasant experience 
1985,0.0,another, keep them safe while they 
1986,0.0,another, facilitate positive social interactions 
1987,0.0,another, an increase in rapport 
1988,0.0,another, put them in physiological states similar to the babies such as smiling 
1989,0.0,another, immense consternation in effusion cytology and sets both overcall and undercall pitfalls in our path . 
1990,0.0,another, social influence 
1991,0.0,another, an increase in rapport between two interactants 
1992,0.0,another, create affiliation and rapport because the desire to build such a relationship is higher in the similarity condition 
1993,0.0,another, trick your enemies 
1994,0.0,another, show that he was just
1995,0.0,another,break up a silhouette by blending a shape 's edges with its surroundings 
1996,0.0,another, break up the human outline 
1997,0.0,another, hide the object 's 
1998,0.0,another," the user to change its type based on the current terrain : normal type in buildings , paved/plain terrain or wi-fi/linked battles . "
1999,0.0,another, hide you 
2000,0.0,another, reduce the odds that someone will 
2001,0.0,another, any moving platoon to stop 
2002,0.0,another, defeat 
2003,0.0,another, persuade the enemy
2004,0.0209,egg,relax the entire body 
2005,0.0209,egg, retrain ' the body and regain some lost stability for those with ongoing stability issues 
2006,0.0209,egg, two main problems : fatigue failure and failure due to excessive deformation . 
2007,0.0209,egg, illusory sensation of bite force when unloading the load -lrb- fig 
2008,0.0209,egg, achieve the following objectives : a -rrb- to drive the paving unit into the bedding sand so that the bedding sand layer will not be 
2009,0.0209,egg, in machines and structures : machines 
2010,0.0209,egg, keep the meshes clear of 
2011,0.0209,egg, help break up lung secretions
2012,0.0209,adult butterfly,relax the entire body 
2013,0.0209,adult butterfly, retrain ' the body and regain some lost stability for those with ongoing stability issues 
2014,0.0209,adult butterfly, two main problems : fatigue failure and failure due to excessive deformation . 
2015,0.0209,adult butterfly, illusory sensation of bite force when unloading the load -lrb- fig 
2016,0.0209,adult butterfly, achieve the following objectives : a -rrb- to drive the paving unit into the bedding sand so that the bedding sand layer will not be 
2017,0.0209,adult butterfly, in machines and structures : machines 
2018,0.0209,adult butterfly, keep the meshes clear of 
2019,0.0209,adult butterfly, help break up lung secretions
2020,0.2919,egg,eliminate many of the problems associated with coal drying 
2021,0.2919,egg, a severe lack of clarity that is ; loyola new orleans ; engl t125 ; fall 2012 ; conor millstein professor kelly wilson ... 
2022,0.2919,egg, differences in sex-specific allocation patterns in axolotls -lrb- ambystoma mexicanum -rrb- that have different growth histories . 
2023,0.2919,egg, resolve the forces that arise in evolving systems by providing a means by which a system 's behavior can be augmented without 
2024,0.2919,egg, degradation of 
2025,0.2919,egg," ensure each client an opportunity to live a healthy , alcohol and drug-free lifestyle "
2026,0.2919,egg, draw attention to two different aspects of your life 
2027,0.2919,egg," degradation of collagen-iv , which in turn results in activation of"
2028,0.2919,adult butterfly,eliminate many of the problems associated with coal drying 
2029,0.2919,adult butterfly, a severe lack of clarity that is ; loyola new orleans ; engl t125 ; fall 2012 ; conor millstein professor kelly wilson ... 
2030,0.2919,adult butterfly, differences in sex-specific allocation patterns in axolotls -lrb- ambystoma mexicanum -rrb- that have different growth histories . 
2031,0.2919,adult butterfly, resolve the forces that arise in evolving systems by providing a means by which a system 's behavior can be augmented without 
2032,0.2919,adult butterfly, degradation of 
2033,0.2919,adult butterfly," ensure each client an opportunity to live a healthy , alcohol and drug-free lifestyle "
2034,0.2919,adult butterfly, draw attention to two different aspects of your life 
2035,0.2919,adult butterfly," degradation of collagen-iv , which in turn results in activation of"
